# HOMER Peaks
# Peak finding parameters:
# tag directory = USF2_tags/
#
# total peaks = 20375
# peak size = 318
# peaks found using tags on both strands
# minimum distance between peaks = 636
# fragment length = 150
# genome size = 2000000000
# Total tags = 15985705.0
# Total tags in peaks = 1288648.0
# Approximate IP efficiency = 8.06%
# tags per bp = 0.007993
# expected tags per peak = 2.542
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.845597e-06
# FDR tag threshold = 13.0
# number of putative peaks = 40570
#
# input tag directory = INPUT_tags/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 18904
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1291
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks USF2_tags/ -style factor -i INPUT_tags/ -o USF2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr20-726	chr20	37475294	37475612	+	20.0	0.892	33.000000	32.0	3.6	8.94	6.23e-20	9.46	1.24e-20	0.95
chr20-758	chr20	39234519	39234837	+	20.0	0.889	32.000000	32.0	4.1	7.82	2.73e-18	12.65	2.57e-24	0.95
chr20-729	chr20	40689241	40689559	+	20.0	0.683	33.000000	32.0	1.5	20.86	7.56e-31	11.46	4.72e-23	0.95
chr20-761	chr20	45520639	45520957	+	20.0	0.872	32.000000	32.0	1.5	20.86	7.56e-31	9.37	1.64e-20	0.95
chr20-763	chr20	46564615	46564933	+	20.0	0.763	32.000000	32.0	6.6	4.81	1.30e-12	5.00	5.00e-13	0.95
chr20-766	chr20	47926739	47927057	+	20.0	0.769	32.000000	32.0	4.6	6.95	7.22e-17	7.61	5.89e-18	0.95
chr20-701	chr20	48870348	48870666	+	20.0	0.838	34.000000	32.0	3.6	8.94	6.23e-20	5.41	6.21e-14	0.95
chr20-731	chr20	49337384	49337702	+	20.0	0.861	33.000000	32.0	2.0	15.65	4.59e-27	7.38	1.39e-17	0.95
chr20-732	chr20	50624584	50624902	+	20.0	0.857	33.000000	32.0	7.2	4.47	8.49e-12	7.99	1.53e-18	0.95
chr20-771	chr20	57413384	57413702	+	20.0	0.848	32.000000	32.0	7.7	4.17	4.72e-11	7.16	3.18e-17	0.95
chr20-735	chr20	57457277	57457595	+	20.0	0.811	33.000000	32.0	5.1	6.26	1.28e-15	6.50	4.70e-16	0.95
chr20-772	chr20	57603236	57603554	+	20.0	0.722	32.000000	32.0	2.6	12.52	3.53e-24	11.46	4.72e-23	0.95
chr21-123	chr21	29023650	29023968	+	20.0	0.732	33.000000	32.0	3.6	8.94	6.23e-20	6.63	2.71e-16	0.95
chr21-128	chr21	42609779	42610097	+	20.0	0.868	32.000000	32.0	1.5	20.86	7.56e-31	22.14	1.23e-31	0.95
chr21-125	chr21	43211812	43212130	+	20.0	0.690	33.000000	32.0	6.1	5.22	1.64e-13	12.18	7.95e-24	0.95
chr21-126	chr21	43320823	43321141	+	20.0	0.778	33.000000	32.0	4.6	6.95	7.22e-17	18.38	3.56e-29	0.95
chr21-127	chr21	46094062	46094380	+	20.0	0.944	33.000000	32.0	1.0	31.30	2.87e-36	20.30	1.75e-30	0.95
chr21-117	chr21	46326399	46326717	+	20.0	0.756	36.000000	32.0	7.2	4.47	8.49e-12	8.86	8.17e-20	0.95
chr22-302	chr22	21629130	21629448	+	20.0	0.800	33.000000	32.0	5.6	5.69	1.66e-14	8.70	1.37e-19	0.95
chr22-297	chr22	30391151	30391469	+	20.0	0.816	34.000000	32.0	6.6	4.81	1.30e-12	14.99	1.67e-26	0.95
chr22-311	chr22	35630563	35630881	+	20.0	0.943	32.000000	32.0	1.0	31.30	2.87e-36	6.96	7.09e-17	0.95
chr22-313	chr22	42800773	42801091	+	20.0	0.725	32.000000	32.0	7.7	4.17	4.72e-11	5.77	1.17e-14	0.95
chr22-301	chr22	50219370	50219688	+	20.0	0.842	34.000000	32.0	2.0	15.65	4.59e-27	16.51	9.09e-28	0.95
chrX-159	chrX	17247168	17247486	+	20.0	0.886	33.000000	32.0	0.5	62.59	1.08e-45	46.39	1.31e-41	0.95
chrX-160	chrX	18886248	18886566	+	20.0	0.821	33.000000	32.0	2.6	12.52	3.53e-24	8.70	1.37e-19	0.95
chrX-166	chrX	20499699	20500017	+	20.0	0.757	32.000000	32.0	3.6	8.94	6.23e-20	22.14	1.23e-31	0.95
chrX-161	chrX	47129429	47129747	+	20.0	0.750	33.000000	32.0	5.1	6.26	1.28e-15	22.14	1.23e-31	0.95
chrX-167	chrX	57121127	57121445	+	20.0	0.917	32.000000	32.0	3.1	10.43	7.36e-22	30.45	6.75e-36	0.95
chrX-164	chrX	120380702	120381020	+	20.0	0.865	33.000000	32.0	2.6	12.52	3.53e-24	34.80	1.04e-37	0.95
chrX-165	chrX	123797577	123797895	+	20.0	0.842	33.000000	32.0	2.6	12.52	3.53e-24	22.66	6.07e-32	0.95
chrX-168	chrX	129654863	129655181	+	20.0	0.943	32.000000	32.0	1.0	31.30	2.87e-36	29.52	1.75e-35	0.95
chrX-169	chrX	132567792	132568110	+	20.0	0.914	32.000000	32.0	2.6	12.52	3.53e-24	30.45	6.75e-36	0.95
chr1-967	chr1	6140444	6140762	+	19.4	0.906	31.000000	31.0	4.6	6.74	5.05e-16	12.26	3.26e-23	0.95
chr1-970	chr1	12195488	12195806	+	19.4	0.833	31.000000	31.0	2.6	12.13	4.43e-23	14.98	1.01e-25	0.95
chr1-911	chr1	17826146	17826464	+	19.4	0.914	33.000000	31.0	4.1	7.58	2.14e-17	17.48	1.13e-27	0.95
chr1-974	chr1	18322493	18322811	+	19.4	0.941	31.000000	31.0	4.1	7.58	2.14e-17	8.28	1.94e-18	0.95
chr1-975	chr1	19819687	19820005	+	19.4	0.875	31.000000	31.0	1.5	20.21	1.58e-29	11.80	9.71e-23	0.95
chr1-937	chr1	20569558	20569876	+	19.4	0.971	32.000000	31.0	1.5	20.21	1.58e-29	16.85	3.28e-27	0.95
chr1-978	chr1	23958301	23958619	+	19.4	0.861	31.000000	31.0	1.0	30.32	9.01e-35	9.53	3.93e-20	0.95
chr1-915	chr1	26581308	26581626	+	19.4	0.889	33.000000	31.0	3.6	8.66	5.59e-19	20.52	1.01e-29	0.95
chr1-940	chr1	27672515	27672833	+	19.4	0.784	32.000000	31.0	6.1	5.05	8.60e-13	10.97	7.55e-22	0.95
chr1-885	chr1	28648579	28648897	+	19.4	0.761	34.000000	31.0	4.1	7.58	2.14e-17	8.66	5.65e-19	0.95
chr1-916	chr1	29182114	29182432	+	19.4	0.775	33.000000	31.0	5.6	5.51	9.48e-14	10.37	3.72e-21	0.95
chr1-917	chr1	29649668	29649986	+	19.4	0.811	33.000000	31.0	1.0	30.32	9.01e-35	17.81	6.55e-28	0.95
chr1-981	chr1	33036061	33036379	+	19.4	0.821	31.000000	31.0	7.2	4.33	3.83e-11	8.07	3.94e-18	0.95
chr1-983	chr1	33365715	33366033	+	19.4	0.811	31.000000	31.0	6.1	5.05	8.60e-13	11.51	1.96e-22	0.95
chr1-944	chr1	44338169	44338487	+	19.4	0.889	32.000000	31.0	4.1	7.58	2.14e-17	12.58	1.54e-23	0.95
chr1-945	chr1	44730851	44731169	+	19.4	0.620	32.000000	31.0	5.1	6.06	8.08e-15	7.15	1.03e-16	0.95
chr1-987	chr1	67514011	67514329	+	19.4	0.912	31.000000	31.0	2.6	12.13	4.43e-23	12.58	1.54e-23	0.95
chr1-952	chr1	150256707	150257025	+	19.4	0.698	32.000000	31.0	6.6	4.66	6.29e-12	8.21	2.46e-18	0.95
chr1-989	chr1	150282265	150282583	+	19.4	0.833	31.000000	31.0	3.6	8.66	5.59e-19	11.95	6.78e-23	0.95
chr1-896	chr1	156114039	156114357	+	19.4	0.884	34.000000	31.0	7.7	4.04	1.99e-10	8.28	1.94e-18	0.95
chr1-994	chr1	166988917	166989235	+	19.4	0.943	31.000000	31.0	1.5	20.21	1.58e-29	23.60	1.61e-31	0.95
chr1-955	chr1	169102677	169102995	+	19.4	0.829	32.000000	31.0	6.6	4.66	6.29e-12	6.84	3.38e-16	0.95
chr1-999	chr1	211417011	211417329	+	19.4	0.732	31.000000	31.0	2.6	12.13	4.43e-23	14.98	1.01e-25	0.95
chr1-929	chr1	212791900	212792218	+	19.4	0.558	33.000000	31.0	7.2	4.33	3.83e-11	8.66	5.65e-19	0.95
chr1-961	chr1	219665612	219665930	+	19.4	0.941	32.000000	31.0	3.1	10.11	7.70e-21	19.26	6.53e-29	0.95
chr1-962	chr1	221887100	221887418	+	19.4	0.941	32.000000	31.0	4.6	6.74	5.05e-16	23.60	1.61e-31	0.95
chr1-874	chr1	226135199	226135517	+	19.4	0.829	35.000000	31.0	7.7	4.04	1.99e-10	16.27	9.14e-27	0.95
chr1-1002	chr1	228809861	228810179	+	19.4	0.829	31.000000	31.0	3.1	10.11	7.70e-21	11.37	2.76e-22	0.95
chr1-1003	chr1	231632215	231632533	+	19.4	0.853	31.000000	31.0	4.1	7.58	2.14e-17	14.75	1.60e-25	0.95
chr1-965	chr1	236066775	236067093	+	19.4	0.730	32.000000	31.0	3.1	10.11	7.70e-21	8.21	2.46e-18	0.95
chr1-966	chr1	245060566	245060884	+	19.4	0.756	32.000000	31.0	6.1	5.05	8.60e-13	12.42	2.25e-23	0.95
chr2-1011	chr2	2613408	2613726	+	19.4	0.778	33.000000	31.0	7.7	4.04	1.99e-10	13.11	4.77e-24	0.95
chr2-1014	chr2	20194156	20194474	+	19.4	0.789	33.000000	31.0	6.1	5.05	8.60e-13	4.74	4.16e-12	0.95
chr2-1053	chr2	20631622	20631940	+	19.4	0.857	32.000000	31.0	7.7	4.04	1.99e-10	7.93	6.25e-18	0.95
chr2-1054	chr2	26785728	26786046	+	19.4	0.708	32.000000	31.0	7.2	4.33	3.83e-11	8.99	2.01e-19	0.95
chr2-1105	chr2	27049830	27050148	+	19.4	0.865	31.000000	31.0	7.7	4.04	1.99e-10	5.19	4.47e-13	0.95
chr2-1056	chr2	33426611	33426929	+	19.4	0.912	32.000000	31.0	6.1	5.05	8.60e-13	15.22	6.36e-26	0.95
chr2-1058	chr2	38643911	38644229	+	19.4	0.800	32.000000	31.0	2.6	12.13	4.43e-23	9.53	3.93e-20	0.95
chr2-977	chr2	62185872	62186190	+	19.4	0.946	34.000000	31.0	4.1	7.58	2.14e-17	10.60	1.99e-21	0.95
chr2-946	chr2	63991242	63991560	+	19.4	0.756	35.000000	31.0	5.1	6.06	8.08e-15	5.33	2.21e-13	0.95
chr2-1066	chr2	71000708	71001026	+	19.4	0.767	32.000000	31.0	6.6	4.66	6.29e-12	7.04	1.54e-16	0.95
chr2-1116	chr2	105823136	105823454	+	19.4	0.806	31.000000	31.0	2.0	15.16	7.19e-26	10.60	1.99e-21	0.95
chr2-1117	chr2	111920245	111920563	+	19.4	0.784	31.000000	31.0	6.6	4.66	6.29e-12	8.00	4.97e-18	0.95
chr2-1068	chr2	113878772	113879090	+	19.4	0.889	32.000000	31.0	4.1	7.58	2.14e-17	10.60	1.99e-21	0.95
chr2-1069	chr2	119616446	119616764	+	19.4	0.944	32.000000	31.0	7.2	4.33	3.83e-11	14.30	3.89e-25	0.95
chr2-1121	chr2	120815408	120815726	+	19.4	0.886	31.000000	31.0	3.6	8.66	5.59e-19	15.22	6.36e-26	0.95
chr2-1074	chr2	171237774	171238092	+	19.4	0.850	32.000000	31.0	1.5	20.21	1.58e-29	12.75	1.05e-23	0.95
chr2-1075	chr2	172967054	172967372	+	19.4	0.769	32.000000	31.0	5.6	5.51	9.48e-14	10.37	3.72e-21	0.95
chr2-1076	chr2	173708807	173709125	+	19.4	0.914	32.000000	31.0	3.1	10.11	7.70e-21	14.52	2.50e-25	0.95
chr2-1077	chr2	174058096	174058414	+	19.4	0.886	32.000000	31.0	4.6	6.74	5.05e-16	9.73	2.22e-20	0.95
chr2-1079	chr2	175864191	175864509	+	19.4	0.829	32.000000	31.0	5.6	5.51	9.48e-14	14.52	2.50e-25	0.95
chr2-1081	chr2	177923369	177923687	+	19.4	0.824	32.000000	31.0	4.6	6.74	5.05e-16	17.16	1.94e-27	0.95
chr2-1085	chr2	208253965	208254283	+	19.4	0.682	32.000000	31.0	7.7	4.04	1.99e-10	5.21	3.89e-13	0.95
chr2-1088	chr2	218017472	218017790	+	19.4	0.939	32.000000	31.0	4.6	6.74	5.05e-16	18.15	3.74e-28	0.95
chr2-1134	chr2	219247465	219247783	+	19.4	0.882	31.000000	31.0	7.2	4.33	3.83e-11	5.13	5.89e-13	0.95
chr2-1090	chr2	224084272	224084590	+	19.4	0.757	32.000000	31.0	5.1	6.06	8.08e-15	11.95	6.78e-23	0.95
chr2-1137	chr2	227160211	227160529	+	19.4	0.879	31.000000	31.0	3.1	10.11	7.70e-21	13.68	1.40e-24	0.95
chr2-1138	chr2	230660620	230660938	+	19.4	0.800	31.000000	31.0	7.7	4.04	1.99e-10	10.85	1.05e-21	0.95
chr2-1047	chr2	233180049	233180367	+	19.4	0.943	33.000000	31.0	5.6	5.51	9.48e-14	11.10	5.42e-22	0.95
chr2-1094	chr2	235359824	235360142	+	19.4	0.816	32.000000	31.0	3.6	8.66	5.59e-19	12.75	1.05e-23	0.95
chr2-1049	chr2	237726493	237726811	+	19.4	0.895	33.000000	31.0	4.6	6.74	5.05e-16	8.82	3.39e-19	0.95
chr2-1095	chr2	238289277	238289595	+	19.4	0.795	32.000000	31.0	5.6	5.51	9.48e-14	4.60	8.65e-12	0.95
chr3-553	chr3	29275427	29275745	+	19.4	0.909	31.000000	31.0	3.1	10.11	7.70e-21	14.75	1.60e-25	0.95
chr3-533	chr3	30703045	30703363	+	19.4	0.857	32.000000	31.0	2.0	15.16	7.19e-26	11.95	6.78e-23	0.95
chr3-555	chr3	42227073	42227391	+	19.4	0.811	31.000000	31.0	3.1	10.11	7.70e-21	17.81	6.55e-28	0.95
chr3-556	chr3	50395103	50395421	+	19.4	0.879	31.000000	31.0	4.1	7.58	2.14e-17	10.37	3.72e-21	0.95
chr3-535	chr3	51888501	51888819	+	19.4	0.895	32.000000	31.0	2.6	12.13	4.43e-23	16.27	9.14e-27	0.95
chr3-536	chr3	62361901	62362219	+	19.4	0.971	32.000000	31.0	2.0	15.16	7.19e-26	20.08	1.91e-29	0.95
chr3-561	chr3	126679335	126679653	+	19.4	0.829	31.000000	31.0	5.6	5.51	9.48e-14	15.73	2.45e-26	0.95
chr3-520	chr3	127287935	127288253	+	19.4	0.919	33.000000	31.0	4.1	7.58	2.14e-17	17.81	6.55e-28	0.95
chr3-562	chr3	128579952	128580270	+	19.4	0.909	31.000000	31.0	4.6	6.74	5.05e-16	8.90	2.62e-19	0.95
chr3-522	chr3	149812976	149813294	+	19.4	0.633	33.000000	31.0	7.7	4.04	1.99e-10	6.69	5.99e-16	0.95
chr3-545	chr3	184336973	184337291	+	19.4	0.846	32.000000	31.0	6.6	4.66	6.29e-12	10.26	5.05e-21	0.95
chr3-546	chr3	184362976	184363294	+	19.4	0.675	32.000000	31.0	7.2	4.33	3.83e-11	5.58	6.78e-14	0.95
chr3-548	chr3	185065164	185065482	+	19.4	0.857	32.000000	31.0	1.5	20.21	1.58e-29	8.35	1.52e-18	0.95
chr3-524	chr3	185561366	185561684	+	19.4	0.946	33.000000	31.0	5.1	6.06	8.08e-15	24.84	3.50e-32	0.95
chr3-566	chr3	194495037	194495355	+	19.4	0.784	31.000000	31.0	4.1	7.58	2.14e-17	8.90	2.62e-19	0.95
chr3-550	chr3	195175498	195175816	+	19.4	0.886	32.000000	31.0	6.1	5.05	8.60e-13	13.48	2.12e-24	0.95
chr4-338	chr4	7167478	7167796	+	19.4	0.824	31.000000	31.0	2.6	12.13	4.43e-23	20.97	5.29e-30	0.95
chr4-339	chr4	7466257	7466575	+	19.4	0.941	31.000000	31.0	2.6	12.13	4.43e-23	12.10	4.72e-23	0.95
chr4-329	chr4	9522948	9523266	+	19.4	0.970	32.000000	31.0	2.0	15.16	7.19e-26	55.52	9.92e-43	0.95
chr4-330	chr4	10158241	10158559	+	19.4	0.771	32.000000	31.0	2.0	15.16	7.19e-26	7.49	2.95e-17	0.95
chr4-307	chr4	69095246	69095564	+	19.4	0.897	34.000000	31.0	5.1	6.06	8.08e-15	8.90	2.62e-19	0.95
chr4-333	chr4	76984917	76985235	+	19.4	0.882	32.000000	31.0	3.6	8.66	5.59e-19	13.29	3.19e-24	0.95
chr4-334	chr4	139835900	139836218	+	19.4	0.882	32.000000	31.0	3.6	8.66	5.59e-19	10.26	5.05e-21	0.95
chr4-335	chr4	143390817	143391135	+	19.4	0.889	32.000000	31.0	7.7	4.04	1.99e-10	17.16	1.94e-27	0.95
chr4-346	chr4	184364211	184364529	+	19.4	0.727	31.000000	31.0	5.6	5.51	9.48e-14	8.28	1.94e-18	0.95
chr4-336	chr4	184544912	184545230	+	19.4	0.853	32.000000	31.0	3.1	10.11	7.70e-21	11.95	6.78e-23	0.95
chr5-440	chr5	14149743	14150061	+	19.4	0.789	31.000000	31.0	4.1	7.58	2.14e-17	7.20	8.40e-17	0.95
chr5-441	chr5	36870412	36870730	+	19.4	0.763	31.000000	31.0	3.1	10.11	7.70e-21	11.80	9.71e-23	0.95
chr5-442	chr5	38555612	38555930	+	19.4	0.853	31.000000	31.0	1.0	30.32	9.01e-35	10.49	2.72e-21	0.95
chr5-427	chr5	53416400	53416718	+	19.4	0.914	32.000000	31.0	1.5	20.21	1.58e-29	18.51	2.12e-28	0.95
chr5-428	chr5	54883429	54883747	+	19.4	0.886	32.000000	31.0	3.1	10.11	7.70e-21	23.60	1.61e-31	0.95
chr5-446	chr5	62652987	62653305	+	19.4	0.912	31.000000	31.0	4.6	6.74	5.05e-16	11.95	6.78e-23	0.95
chr5-449	chr5	78574939	78575257	+	19.4	0.853	31.000000	31.0	5.1	6.06	8.08e-15	14.30	3.89e-25	0.95
chr5-451	chr5	81232436	81232754	+	19.4	0.886	31.000000	31.0	4.1	7.58	2.14e-17	17.48	1.13e-27	0.95
chr5-429	chr5	84381569	84381887	+	19.4	0.909	32.000000	31.0	1.0	30.32	9.01e-35	24.84	3.50e-32	0.95
chr5-432	chr5	132873251	132873569	+	19.4	0.725	32.000000	31.0	3.6	8.66	5.59e-19	7.37	4.51e-17	0.95
chr5-433	chr5	134526407	134526725	+	19.4	0.914	32.000000	31.0	4.1	7.58	2.14e-17	6.99	1.88e-16	0.95
chr5-402	chr5	138489377	138489695	+	19.4	0.810	34.000000	31.0	2.6	12.13	4.43e-23	6.60	8.70e-16	0.95
chr5-435	chr5	139438881	139439199	+	19.4	0.912	32.000000	31.0	4.1	7.58	2.14e-17	10.37	3.72e-21	0.95
chr5-455	chr5	139982310	139982628	+	19.4	0.818	31.000000	31.0	3.1	10.11	7.70e-21	24.84	3.50e-32	0.95
chr5-437	chr5	150130009	150130327	+	19.4	0.889	32.000000	31.0	6.1	5.05	8.60e-13	12.75	1.05e-23	0.95
chr5-438	chr5	150568675	150568993	+	19.4	0.853	32.000000	31.0	2.0	15.16	7.19e-26	29.50	2.06e-34	0.95
chr5-460	chr5	173217750	173218068	+	19.4	0.970	31.000000	31.0	2.0	15.16	7.19e-26	26.97	3.01e-33	0.95
chr6-603	chr6	8652135	8652453	+	19.4	0.889	31.000000	31.0	2.0	15.16	7.19e-26	11.65	1.38e-22	0.95
chr6-604	chr6	17313287	17313605	+	19.4	0.969	31.000000	31.0	4.1	7.58	2.14e-17	7.37	4.51e-17	0.95
chr6-562	chr6	17994017	17994335	+	19.4	0.800	33.000000	31.0	2.0	15.16	7.19e-26	10.15	6.84e-21	0.95
chr6-536	chr6	27503025	27503343	+	19.4	0.644	34.000000	31.0	5.1	6.06	8.08e-15	6.51	1.26e-15	0.95
chr6-568	chr6	63800807	63801125	+	19.4	0.914	33.000000	31.0	3.1	10.11	7.70e-21	9.53	3.93e-20	0.95
chr6-599	chr6	163133094	163133412	+	19.4	0.882	32.000000	31.0	2.6	12.13	4.43e-23	20.08	1.91e-29	0.95
chr7-476	chr7	4670837	4671155	+	19.4	0.912	31.000000	31.0	0.5	60.64	6.77e-44	12.58	1.54e-23	0.95
chr7-478	chr7	26074993	26075311	+	19.4	0.939	31.000000	31.0	4.1	7.58	2.14e-17	15.47	3.97e-26	0.95
chr7-467	chr7	30178401	30178719	+	19.4	0.917	32.000000	31.0	1.0	30.32	9.01e-35	11.10	5.42e-22	0.95
chr7-441	chr7	45111569	45111887	+	19.4	0.795	34.000000	31.0	7.7	4.04	1.99e-10	11.10	5.42e-22	0.95
chr7-470	chr7	50565264	50565582	+	19.4	0.756	32.000000	31.0	3.1	10.11	7.70e-21	8.00	4.97e-18	0.95
chr7-429	chr7	56000158	56000476	+	19.4	0.744	35.000000	31.0	7.7	4.04	1.99e-10	4.19	8.25e-11	0.95
chr7-456	chr7	66005168	66005486	+	19.4	0.789	33.000000	31.0	4.6	6.74	5.05e-16	17.48	1.13e-27	0.95
chr7-471	chr7	69079518	69079836	+	19.4	0.917	32.000000	31.0	0.5	60.64	6.77e-44	20.97	5.29e-30	0.95
chr7-482	chr7	73647854	73648172	+	19.4	0.853	31.000000	31.0	6.6	4.66	6.29e-12	7.10	1.26e-16	0.95
chr7-458	chr7	87599320	87599638	+	19.4	0.917	33.000000	31.0	6.1	5.05	8.60e-13	9.53	3.93e-20	0.95
chr7-489	chr7	106482771	106483089	+	19.4	0.824	31.000000	31.0	2.6	12.13	4.43e-23	10.97	7.55e-22	0.95
chr7-494	chr7	143351075	143351393	+	19.4	0.938	31.000000	31.0	1.0	30.32	9.01e-35	21.45	2.72e-30	0.95
chr8-368	chr8	12755576	12755894	+	19.4	0.771	31.000000	31.0	4.1	7.58	2.14e-17	12.10	4.72e-23	0.95
chr8-359	chr8	26053361	26053679	+	19.4	0.912	32.000000	31.0	3.6	8.66	5.59e-19	32.55	1.04e-35	0.95
chr8-370	chr8	27582924	27583242	+	19.4	0.788	31.000000	31.0	4.1	7.58	2.14e-17	4.60	8.65e-12	0.95
chr8-371	chr8	33104974	33105292	+	19.4	0.714	31.000000	31.0	2.6	12.13	4.43e-23	11.37	2.76e-22	0.95
chr8-373	chr8	42660148	42660466	+	19.4	0.778	31.000000	31.0	3.1	10.11	7.70e-21	8.35	1.52e-18	0.95
chr8-361	chr8	51962499	51962817	+	19.4	0.865	32.000000	31.0	3.1	10.11	7.70e-21	13.88	9.21e-25	0.95
chr8-364	chr8	102599712	102600030	+	19.4	0.889	32.000000	31.0	0.5	60.64	6.77e-44	10.85	1.05e-21	0.95
chr8-376	chr8	121105431	121105749	+	19.4	0.743	31.000000	31.0	7.7	4.04	1.99e-10	15.73	2.45e-26	0.95
chr8-365	chr8	127823675	127823993	+	19.4	0.769	32.000000	31.0	2.6	12.13	4.43e-23	5.97	1.19e-14	0.95
chr8-381	chr8	136050046	136050364	+	19.4	0.943	31.000000	31.0	5.6	5.51	9.48e-14	9.34	6.85e-20	0.95
chr8-382	chr8	136487911	136488229	+	19.4	0.882	31.000000	31.0	3.6	8.66	5.59e-19	14.52	2.50e-25	0.95
chr9-478	chr9	6897374	6897692	+	19.4	0.676	31.000000	31.0	3.1	10.11	7.70e-21	9.25	9.01e-20	0.95
chr9-479	chr9	33172219	33172537	+	19.4	0.838	31.000000	31.0	1.0	30.32	9.01e-35	8.50	9.32e-19	0.95
chr9-480	chr9	34560222	34560540	+	19.4	0.846	31.000000	31.0	4.6	6.74	5.05e-16	14.98	1.01e-25	0.95
chr9-481	chr9	34637199	34637517	+	19.4	0.912	31.000000	31.0	7.7	4.04	1.99e-10	9.08	1.54e-19	0.95
chr9-484	chr9	37381365	37381683	+	19.4	0.778	31.000000	31.0	3.6	8.66	5.59e-19	16.56	5.50e-27	0.95
chr9-486	chr9	38170919	38171237	+	19.4	0.789	31.000000	31.0	5.6	5.51	9.48e-14	16.27	9.14e-27	0.95
chr9-488	chr9	38326159	38326477	+	19.4	0.882	31.000000	31.0	3.6	8.66	5.59e-19	21.45	2.72e-30	0.95
chr9-461	chr9	93298769	93299087	+	19.4	0.821	32.000000	31.0	4.6	6.74	5.05e-16	5.30	2.55e-13	0.95
chr9-463	chr9	104899668	104899986	+	19.4	0.698	32.000000	31.0	6.6	4.66	6.29e-12	9.25	9.01e-20	0.95
chr9-492	chr9	105065006	105065324	+	19.4	0.628	31.000000	31.0	3.6	8.66	5.59e-19	10.85	1.05e-21	0.95
chr9-439	chr9	109277520	109277838	+	19.4	0.816	34.000000	31.0	5.6	5.51	9.48e-14	12.58	1.54e-23	0.95
chr9-466	chr9	112392045	112392363	+	19.4	0.816	32.000000	31.0	3.6	8.66	5.59e-19	14.09	6.01e-25	0.95
chr9-467	chr9	113636762	113637080	+	19.4	0.853	32.000000	31.0	6.1	5.05	8.60e-13	9.94	1.24e-20	0.95
chr9-494	chr9	113690373	113690691	+	19.4	0.909	31.000000	31.0	2.0	15.16	7.19e-26	24.20	7.58e-32	0.95
chr9-448	chr9	116574406	116574724	+	19.4	0.816	33.000000	31.0	4.1	7.58	2.14e-17	8.90	2.62e-19	0.95
chr9-450	chr9	129475057	129475375	+	19.4	0.861	33.000000	31.0	3.6	8.66	5.59e-19	8.00	4.97e-18	0.95
chr9-471	chr9	132997484	132997802	+	19.4	0.730	32.000000	31.0	3.1	10.11	7.70e-21	13.11	4.77e-24	0.95
chr9-474	chr9	134678817	134679135	+	19.4	0.857	32.000000	31.0	3.1	10.11	7.70e-21	24.20	7.58e-32	0.95
chr9-475	chr9	136289703	136290021	+	19.4	0.842	32.000000	31.0	3.6	8.66	5.59e-19	13.68	1.40e-24	0.95
chr9-476	chr9	136626693	136627011	+	19.4	0.829	32.000000	31.0	4.1	7.58	2.14e-17	10.15	6.84e-21	0.95
chr9-412	chr9	136644439	136644757	+	19.4	0.884	36.000000	31.0	4.1	7.58	2.14e-17	10.49	2.72e-21	0.95
chr10-416	chr10	306900	307218	+	19.4	0.821	33.000000	31.0	5.1	6.06	8.08e-15	14.09	6.01e-25	0.95
chr10-453	chr10	1581249	1581567	+	19.4	0.969	31.000000	31.0	2.6	12.13	4.43e-23	18.51	2.12e-28	0.95
chr10-417	chr10	6202666	6202984	+	19.4	0.795	33.000000	31.0	6.1	5.05	8.60e-13	12.93	7.09e-24	0.95
chr10-418	chr10	22324870	22325188	+	19.4	0.944	33.000000	31.0	4.1	7.58	2.14e-17	6.51	1.26e-15	0.95
chr10-457	chr10	32414885	32415203	+	19.4	0.912	31.000000	31.0	1.5	20.21	1.58e-29	17.48	1.13e-27	0.95
chr10-438	chr10	42871113	42871431	+	19.4	0.912	32.000000	31.0	3.6	8.66	5.59e-19	24.20	7.58e-32	0.95
chr10-439	chr10	44180321	44180639	+	19.4	0.943	32.000000	31.0	5.1	6.06	8.08e-15	14.98	1.01e-25	0.95
chr10-459	chr10	72098425	72098743	+	19.4	0.619	31.000000	31.0	5.1	6.06	8.08e-15	7.10	1.26e-16	0.95
chr10-441	chr10	79059201	79059519	+	19.4	0.722	32.000000	31.0	7.7	4.04	1.99e-10	8.07	3.94e-18	0.95
chr10-442	chr10	86437973	86438291	+	19.4	0.833	32.000000	31.0	5.1	6.06	8.08e-15	6.60	8.70e-16	0.95
chr10-443	chr10	92123092	92123410	+	19.4	0.714	32.000000	31.0	4.1	7.58	2.14e-17	9.44	5.20e-20	0.95
